square_id,cluster,mean_level
5089,business,1011.5739
5090,business,806.1566
5091,business,673.08044
5099,mixed/suburban-2,254.6778
5100,mixed/suburban-2,258.30893
5122,mixed/suburban-2,193.92947
5123,mixed/suburban-2,203.39604
5124,mixed/suburban-2,265.3417
5125,mixed/suburban-2,337.27676
5126,mixed/suburban-2,385.06607
5127,mixed/suburban-2,391.7605
5128,mixed/suburban-2,345.43872
5129,mixed/suburban-2,220.92671
5130,mixed/suburban-2,352.25815
5131,mixed/suburban,279.0403
5132,mixed/suburban,209.2174
5133,mixed/suburban,209.2174
5134,mixed/suburban,206.02032
5139,mixed/suburban-2,201.19722
5140,mixed/suburban-2,508.6538
5141,mixed/suburban-2,682.36176
5142,mixed/suburban-2,762.96436
5143,mixed/suburban-2,1524.0753
5144,mixed/suburban,1114.1974
5145,mixed/suburban,1541.0237
5146,mixed/suburban,2345.489
5147,mixed/suburban,2896.6936
5148,mixed/suburban-2,3017.2302
5149,mixed/suburban-2,2125.065
5150,mixed/suburban,1857.1025
5151,mixed/suburban,2846.4937
5152,business,2384.5537
5153,business,1772.3503
5154,business,3178.9133
5155,business-2,3556.402
5156,business-2,4269.746
5157,business-2,3409.297
5158,business-2,3886.4734
5159,business-2,5849.3765
5160,business-2,3576.9167
5161,business-2,8561.868
5162,business-2,5007.4976
5163,business-2,4652.4785
5164,business-2,2341.4507
5165,business,697.2716
5166,business,584.8351
5167,mixed/suburban,600.29553
5168,mixed/suburban,2348.4358
5169,mixed/suburban,2238.0837
5170,mixed/suburban,2342.9802
5171,mixed/suburban-2,1893.2218
5172,mixed/suburban-2,2081.3567
5173,mixed/suburban,1470.5175
5174,mixed/suburban,789.3377
5175,mixed/suburban,381.8531
5177,mixed/suburban,198.8408
5178,mixed/suburban,272.73413
5179,mixed/suburban,341.83954
5180,mixed/suburban,415.20312
5181,mixed/suburban,382.61304
5198,mixed/suburban-2,202.84859
5199,mixed/suburban-2,257.5434
5200,mixed/suburban-2,256.02478
5216,mixed/suburban-2,230.01572
5217,mixed/suburban-2,238.54147
5218,mixed/suburban-2,233.84518
5219,mixed/suburban-2,261.3196
5220,mixed/suburban-2,246.48193
5221,mixed/suburban-2,192.19778
5223,mixed/suburban-2,218.77338
5224,mixed/suburban-2,279.62167
5225,mixed/suburban-2,346.8238
5226,mixed/suburban-2,374.1191
5227,mixed/suburban-2,264.5973
5228,mixed/suburban-2,300.37167
5229,mixed/suburban-2,324.9195
5230,mixed/suburban-2,329.39462
5231,mixed/suburban,239.46329
5232,mixed/suburban,206.88889
5233,mixed/suburban,206.36421
5234,business,250.80698
5235,business,265.3992
5240,mixed/suburban-2,470.19354
5241,mixed/suburban-2,665.7487
5242,mixed/suburban-2,570.845
5243,mixed/suburban-2,888.4417
5244,mixed/suburban-2,1476.9691
5245,mixed/suburban-2,1695.9175
5246,mixed/suburban-2,1864.3367
5247,mixed/suburban-2,2033.5867
5248,mixed/suburban-2,3022.117
5249,mixed/suburban,2384.401
5250,mixed/suburban,1624.6097
5251,mixed/suburban,2579.4368
5252,mixed/suburban,3082.592
5253,mixed/suburban,1622.286
5254,business,3139.1821
5255,business,4373.77
5256,business-2,5129.095
5257,business-2,3159.5164
5258,business-2,5851.7744
5259,business-2,7046.895
5260,business-2,3331.7866
5261,business-2,4393.481
5262,business-2,5486.127
5263,business-2,4664.1143
5264,business-2,2116.7034
5265,business,617.29706
5266,business,1013.5975
5267,mixed/suburban,2711.9624
5268,mixed/suburban,2718.3948
5269,mixed/suburban,2695.4958
5270,mixed/suburban,2367.9888
5271,mixed/suburban-2,1974.9064
5272,mixed/suburban-2,1449.0312
5273,mixed/suburban-2,1407.0968
5274,mixed/suburban,736.0105
5275,mixed/suburban,598.51355
5276,mixed/suburban,330.20554
5277,mixed/suburban,763.8852
5278,mixed/suburban,478.19785
5279,mixed/suburban,455.56787
5280,mixed/suburban,495.49988
5281,mixed/suburban,373.9586
5282,mixed/suburban,214.12071
5298,mixed/suburban-2,235.01865
5299,mixed/suburban-2,239.45792
5300,mixed/suburban-2,234.05771
5315,mixed/suburban-2,234.42438
5316,mixed/suburban-2,235.2545
5317,mixed/suburban-2,238.53966
5318,mixed/suburban-2,261.7536
5319,mixed/suburban-2,311.17017
5320,mixed/suburban-2,309.97827
5321,mixed/suburban-2,226.08023
5322,mixed/suburban,188.70564
5323,mixed/suburban,223.68138
5324,mixed/suburban,230.38571
5325,mixed/suburban,263.8323
5326,mixed/suburban-2,225.81976
5327,mixed/suburban-2,223.70876
5328,mixed/suburban,204.15887
5329,mixed/suburban,192.57271
5333,mixed/suburban,195.66823
5334,business,292.31793
5335,business,297.9644
5337,business,240.84605
5341,mixed/suburban-2,598.7724
5342,mixed/suburban-2,686.1975
5343,mixed/suburban-2,775.1986
5344,mixed/suburban-2,1530.1415
5345,mixed/suburban-2,1473.1094
5346,mixed/suburban-2,1354.7004
5347,mixed/suburban-2,1525.2245
5348,mixed/suburban,2610.3276
5349,mixed/suburban,3393.1565
5350,mixed/suburban,1776.3643
5351,mixed/suburban,1922.3562
5352,mixed/suburban,2073.6777
5353,mixed/suburban,1813.3987
5354,business,1785.5265
5355,business,1241.9043
5356,business-2,1603.8549
5357,business-2,813.4132
5358,business,3180.3735
5359,business-2,3622.152
5360,business-2,3552.174
5361,business-2,4054.792
5362,business-2,1988.676
5363,business-2,2189.9531
5364,business-2,818.6692
5365,business,380.52042
5366,business,1090.2467
5367,mixed/suburban,3587.5188
5368,mixed/suburban-2,2750.798
5369,mixed/suburban,1765.8165
5370,mixed/suburban,2023.6833
5371,mixed/suburban,1547.7308
5372,mixed/suburban-2,1873.5769
5373,mixed/suburban-2,633.4296
5374,mixed/suburban,564.6722
5375,mixed/suburban,830.47046
5376,mixed/suburban,754.51324
5377,mixed/suburban,576.34375
5378,mixed/suburban,853.281
5379,mixed/suburban,618.4899
5380,mixed/suburban,590.52924
5381,mixed/suburban,589.51526
5382,mixed/suburban,337.2412
5398,mixed/suburban-2,249.14604
5399,mixed/suburban-2,249.14636
5400,mixed/suburban-2,245.73509
5415,mixed/suburban-2,209.58107
5416,mixed/suburban-2,213.26172
5417,mixed/suburban-2,228.80928
5418,mixed/suburban-2,293.56863
5419,mixed/suburban-2,305.21158
5420,mixed/suburban-2,264.03998
5421,business,212.6023
5422,business,216.896
5423,mixed/suburban,235.45317
5424,mixed/suburban,228.90385
5425,mixed/suburban,231.89815
5426,mixed/suburban-2,218.65936
5427,mixed/suburban,195.9951
5428,mixed/suburban,190.85391
5437,business,539.5164
5440,mixed/suburban,272.10947
5441,mixed/suburban-2,599.2313
5442,mixed/suburban-2,756.8685
5443,mixed/suburban-2,361.90347
5444,mixed/suburban-2,1225.8246
5445,mixed/suburban-2,1502.8066
5446,mixed/suburban-2,1305.4431
5447,mixed/suburban,1214.3193
5448,mixed/suburban,1417.3907
5449,mixed/suburban,2231.8228
5450,mixed/suburban,2070.5906
5451,mixed/suburban,1719.1241
5452,mixed/suburban,2136.4048
5453,mixed/suburban,2277.7615
5454,business,1297.0665
5455,business,1067.3992
5456,business,1044.0454
5457,business,1470.3035
5458,mixed/suburban,3572.6345
5459,business,2175.2158
5460,business-2,2965.5938
5461,business,3403.4243
5462,business-2,2234.7664
5463,business-2,1268.4202
5464,business-2,679.3463
5465,business,433.41867
5466,mixed/suburban,1306.732
5467,mixed/suburban-2,3781.1804
5468,mixed/suburban-2,2607.3655
5469,mixed/suburban,1713.0128
5470,mixed/suburban,1523.6771
5471,mixed/suburban,1165.622
5472,mixed/suburban,949.6586
5473,mixed/suburban,303.64847
5474,mixed/suburban,339.42197
5475,business,713.05396
5476,business,542.6315
5477,mixed/suburban,299.3932
5478,mixed/suburban,496.20193
5479,mixed/suburban,549.79706
5480,mixed/suburban,587.7983
5481,mixed/suburban,510.53323
5482,mixed/suburban,301.33975
5498,mixed/suburban-2,228.10245
5499,mixed/suburban-2,249.14636
5500,mixed/suburban-2,249.11005
5518,mixed/suburban-2,209.34161
5521,business,203.09514
5522,business,207.22127
5523,mixed/suburban,196.79453
5524,mixed/suburban,227.66306
5525,mixed/suburban,330.52637
5526,mixed/suburban-2,392.3953
5527,mixed/suburban-2,265.89044
5540,mixed/suburban,201.9082
5541,mixed/suburban-2,356.77487
5542,mixed/suburban-2,236.7614
5543,mixed/suburban,1024.2742
5544,mixed/suburban,1603.6423
5545,mixed/suburban,1529.0591
5546,mixed/suburban,1716.5664
5547,mixed/suburban,1625.6415
5548,mixed/suburban,1184.7544
5549,mixed/suburban,927.2223
5550,mixed/suburban-2,984.1036
5551,mixed/suburban,1337.6785
5552,business,1417.9271
5553,business,1485.7356
5554,mixed/suburban,1437.7169
5555,mixed/suburban,1341.7057
5556,mixed/suburban,1321.3263
5557,mixed/suburban,1325.9697
5558,mixed/suburban,1424.3009
5559,business,2515.7385
5560,business-2,2377.3042
5561,business-2,2301.628
5562,business-2,2691.0752
5563,business-2,1361.3324
5564,business,773.1826
5565,business,813.57745
5566,mixed/suburban,2849.4724
5567,mixed/suburban,4778.3477
5568,mixed/suburban-2,3209.732
5569,mixed/suburban,2031.6772
5570,mixed/suburban,2070.7515
5571,mixed/suburban,1556.434
5572,business,1067.3369
5573,business-2,401.13702
5574,business-2,367.77667
5575,business,395.68558
5576,business,393.33646
5577,business,363.35324
5578,mixed/suburban,497.20734
5579,mixed/suburban,548.67633
5580,mixed/suburban,496.31573
5581,mixed/suburban,269.35645
5582,business,191.8234
5598,mixed/suburban,239.26935
5599,mixed/suburban,281.42752
5600,mixed/suburban-2,277.3396
5625,mixed/suburban-2,388.19974
5626,mixed/suburban-2,386.09076
5627,mixed/suburban-2,275.14423
5636,mixed/suburban-2,329.7756
5637,mixed/suburban-2,373.2068
5639,mixed/suburban-2,270.4785
5640,mixed/suburban-2,248.44052
5642,mixed/suburban-2,201.59381
5643,business,1593.7959
5644,business,1692.3955
5645,business,1456.6875
5646,mixed/suburban,2036.4812
5647,mixed/suburban,1708.3102
5648,mixed/suburban,521.4172
5649,mixed/suburban,423.43884
5650,mixed/suburban,997.6569
5651,mixed/suburban,1428.0424
5652,business,1901.0771
5653,mixed/suburban-2,2020.1771
5654,mixed/suburban,1595.4042
5655,mixed/suburban,1515.4396
5656,mixed/suburban,1639.2272
5657,mixed/suburban,1246.4111
5658,mixed/suburban,2998.1116
5659,business,2872.74
5660,business,1943.6135
5661,business,2268.4321
5662,business-2,2436.297
5663,business,581.39197
5664,mixed/suburban,569.9711
5665,business,910.41583
5666,mixed/suburban,1210.357
5667,mixed/suburban,2782.5188
5668,mixed/suburban,2391.4243
5669,mixed/suburban-2,2296.7527
5670,mixed/suburban-2,2525.4705
5671,mixed/suburban,1711.4296
5672,business-2,1301.2079
5673,business-2,496.36584
5674,business-2,421.15936
5675,business-2,373.59622
5676,business,387.62857
5677,business,387.22253
5678,business,371.65924
5679,mixed/suburban,527.24243
5680,mixed/suburban,336.61224
5681,business,195.19598
5682,business,193.13884
5683,business,191.81926
5697,business,234.72058
5698,mixed/suburban,344.78735
5699,mixed/suburban,344.8209
5700,mixed/suburban,342.3493
5725,mixed/suburban-2,303.3556
5736,mixed/suburban-2,268.61588
5737,mixed/suburban-2,399.4186
5739,mixed/suburban-2,217.31845
5740,mixed/suburban-2,264.8871
5743,business,1465.3458
5744,business-2,1915.1769
5745,business,1877.4613
5746,mixed/suburban,1374.0687
5747,business,718.86426
5748,business,477.24442
5749,business,480.22018
5750,mixed/suburban,1537.5664
5751,mixed/suburban,1943.075
5752,business,2826.2998
5753,mixed/suburban,2566.2688
5754,mixed/suburban,2529.128
5755,mixed/suburban,1624.3691
5756,mixed/suburban,1732.0679
5757,mixed/suburban,2902.1875
5758,mixed/suburban,4738.43
5759,mixed/suburban,2338.4087
5760,business,2168.4226
5761,business,2293.8955
5762,business,2089.3372
5763,business,795.04034
5764,mixed/suburban,991.7463
5765,mixed/suburban,3124.9927
5766,business,2968.735
5767,mixed/suburban,2564.3398
5768,mixed/suburban-2,1988.3236
5769,mixed/suburban-2,2578.281
5770,mixed/suburban-2,2449.5083
5771,mixed/suburban-2,1723.4348
5772,business-2,2435.2273
5773,business-2,2172.0398
5774,business-2,761.7092
5775,business-2,507.77292
5776,business-2,436.3296
5777,business,410.65802
5778,business,545.2363
5779,mixed/suburban,579.5502
5780,mixed/suburban-2,460.10516
5781,mixed/suburban,225.98276
5782,business,195.19598
5783,business,192.3371
5793,business,191.67833
5794,business,229.46686
5795,business,190.37509
5796,business,190.37509
5797,business,216.92561
5798,business,317.20505
5799,mixed/suburban,344.90158
5800,mixed/suburban,326.98254
5843,business,748.966
5844,business,1540.7358
5845,business,1602.088
5846,business,1010.4069
5847,business,801.0585
5848,business-2,451.5164
5849,business,561.0609
5850,mixed/suburban,1559.2635
5851,mixed/suburban,1880.4879
5852,mixed/suburban,1886.6593
5853,mixed/suburban,2390.9534
5854,mixed/suburban,3842.0144
5855,mixed/suburban,2939.9001
5856,mixed/suburban,3571.705
5857,mixed/suburban,5474.1357
5858,mixed/suburban,3157.7324
5859,mixed/suburban,2631.7134
5860,business,2631.1804
5861,business,3041.7708
5862,business,3003.5195
5863,business,1450.2393
5864,business,972.2453
5865,business,2026.7493
5866,business,2753.628
5867,mixed/suburban,2771.7583
5868,mixed/suburban-2,2717.4092
5869,mixed/suburban-2,2147.9377
5870,mixed/suburban-2,2055.4878
5871,mixed/suburban,1791.2974
5872,business-2,2280.074
5873,business-2,1982.5836
5874,business-2,649.3349
5875,business,610.48083
5876,mixed/suburban,698.43933
5877,business,839.82544
5878,business,772.76227
5879,mixed/suburban,494.95093
5880,mixed/suburban-2,487.73035
5881,mixed/suburban,292.69553
5895,business,190.37509
5896,business,190.37509
5897,business,190.37509
5898,business,200.06938
5899,business,331.6594
5900,business,229.82362
5943,mixed/suburban,353.6906
5944,mixed/suburban,400.80527
5945,mixed/suburban,1165.9076
5946,mixed/suburban,1194.734
5947,business,1019.9511
5948,mixed/suburban,1008.0145
5949,business,1444.8807
5950,mixed/suburban,1919.4341
5951,business,2580.1562
5952,mixed/suburban,2378.3936
5953,mixed/suburban-2,2446.3767
5954,mixed/suburban-2,3831.6135
5955,mixed/suburban,3666.5518
5956,mixed/suburban,2917.1323
5957,mixed/suburban-2,4627.3057
5958,business,3211.7285
5959,mixed/suburban,3978.2708
5960,business,2522.34
5961,business-2,1750.2698
5962,business-2,2667.7332
5963,business,3517.4973
5964,business,3698.5151
5965,business,4158.3164
5966,mixed/suburban,3018.1758
5967,mixed/suburban,4022.4304
5968,mixed/suburban,3436.5476
5969,mixed/suburban,2494.4734
5970,mixed/suburban-2,2221.693
5971,mixed/suburban,2049.8726
5972,mixed/suburban,1220.8423
5973,mixed/suburban,737.021
5974,mixed/suburban,668.14026
5975,mixed/suburban,732.57324
5976,mixed/suburban,652.2395
5977,mixed/suburban,885.8933
5978,business,840.80206
5979,business,349.75137
5980,business,310.20535
5981,business,277.68475
5982,business,223.44101
5995,business,206.7725
5996,business,195.16444
5997,business,190.6414
5998,business,258.66885
5999,business,311.8939
6000,business,302.3108
6042,mixed/suburban,187.14505
6043,mixed/suburban,359.47418
6044,business,637.3141
6045,business,968.8725
6046,business,913.1183
6047,business-2,999.90674
6048,mixed/suburban,1075.1118
6049,mixed/suburban,1943.712
6050,mixed/suburban-2,2520.9153
6051,mixed/suburban-2,2426.341
6052,mixed/suburban,1601.3689
6053,mixed/suburban,1848.9674
6054,mixed/suburban,1333.6416
6055,mixed/suburban,1030.7612
6056,mixed/suburban,1355.774
6057,mixed/suburban,1715.4496
6058,business,5335.4854
6059,business-2,3351.0042
6060,business-2,2175.1392
6061,business-2,1452.0527
6062,business-2,1876.7906
6063,business-2,3514.34
6064,business-2,5830.2036
6065,business,4508.429
6066,mixed/suburban,3572.0667
6067,mixed/suburban,3796.8125
6068,mixed/suburban,3539.7493
6069,mixed/suburban,3015.3206
6070,mixed/suburban-2,2219.742
6071,mixed/suburban,1448.3492
6072,mixed/suburban,2169.1562
6073,mixed/suburban-2,1899.8215
6074,mixed/suburban-2,979.0607
6075,mixed/suburban,797.30774
6076,mixed/suburban,702.1754
6077,mixed/suburban,1226.6146
6078,mixed/suburban,1007.73975
6079,business,293.13663
6080,business,293.0585
6081,business,293.04785
6082,business,247.86475
6095,business,252.4979
6096,business,270.89893
6097,business,262.55234
6098,business,311.12515
6099,business,311.8939
6100,business,311.8939
6143,business,412.5073
6144,business,936.5835
6145,business,958.0926
6146,business,1026.1329
6147,business,926.18945
6148,mixed/suburban,2205.0667
6149,mixed/suburban-2,2245.0754
6150,mixed/suburban-2,1684.8679
6151,mixed/suburban-2,2459.5618
6152,mixed/suburban,1372.1844
6153,mixed/suburban-2,1045.2655
6154,mixed/suburban,594.6896
6155,mixed/suburban,741.29395
6156,business,1315.5499
6157,business,1672.6448
6158,business,2923.7876
6159,mixed/suburban,1867.0813
6160,mixed/suburban,1406.8635
6161,business-2,1411.3309
6162,business-2,2433.0923
6163,business-2,2107.8042
6164,business-2,3762.922
6165,business,4290.5845
6166,business,2697.0256
6167,mixed/suburban,2211.7239
6168,business,2536.5713
6169,mixed/suburban,4724.299
6170,mixed/suburban,1967.3514
6171,mixed/suburban,1422.1893
6172,mixed/suburban,608.5992
6173,mixed/suburban-2,636.32007
6174,mixed/suburban-2,947.76276
6175,mixed/suburban,1095.0571
6176,mixed/suburban,1250.6001
6177,mixed/suburban,1394.6155
6178,mixed/suburban,1170.3871
6179,mixed/suburban,375.551
6180,mixed/suburban,256.63135
6181,mixed/suburban,192.33812
6184,mixed/suburban,188.05624
6185,mixed/suburban,201.402
6186,mixed/suburban,197.23752
6187,mixed/suburban,196.73944
6193,business,218.32965
6194,business,279.2592
6195,business,270.8978
6196,business,271.00995
6197,business,271.00995
6198,business,304.37802
6199,business,311.8939
6200,business,308.54272
6217,business,264.4579
6218,business,370.9102
6219,business,325.46124
6243,business,271.26022
6244,business,603.86914
6245,business,1291.3634
6246,mixed/suburban,1460.2759
6247,mixed/suburban,1460.6831
6248,mixed/suburban,1858.9541
6249,mixed/suburban,1789.4563
6250,mixed/suburban-2,1685.4062
6251,mixed/suburban-2,1999.4188
6252,mixed/suburban-2,1801.4651
6253,mixed/suburban-2,1106.8861
6254,mixed/suburban,568.25464
6255,mixed/suburban,535.4899
6256,business,610.9239
6257,business,1039.6265
6258,business,1336.1049
6259,mixed/suburban-2,1407.057
6260,mixed/suburban-2,4258.095
6261,business-2,2612.9348
6262,business-2,1728.0197
6263,business-2,1678.8466
6264,business,3078.9795
6265,business,2643.1072
6266,mixed/suburban,1760.5228
6267,business,1952.4856
6268,mixed/suburban,3323.1626
6269,mixed/suburban,3179.761
6270,mixed/suburban,1996.792
6271,mixed/suburban,1622.874
6272,mixed/suburban,1300.9303
6273,mixed/suburban-2,924.5867
6274,mixed/suburban-2,2240.4043
6275,mixed/suburban,1425.0956
6276,mixed/suburban,1337.5707
6277,mixed/suburban,1360.578
6278,mixed/suburban-2,1177.4292
6279,mixed/suburban,996.39886
6280,mixed/suburban,187.12454
6284,mixed/suburban,212.54047
6285,mixed/suburban,215.29196
6286,mixed/suburban,205.15369
6287,mixed/suburban,198.32393
6292,mixed/suburban,208.86444
6293,mixed/suburban,365.90088
6294,mixed/suburban,314.93362
6295,business,313.08517
6296,mixed/suburban,409.12643
6297,mixed/suburban,501.15146
6298,mixed/suburban,439.18808
6299,business,232.85744
6300,business,273.63223
6317,business,361.63058
6318,business,391.33932
6319,business,334.74893
6343,business,225.44308
6344,mixed/suburban,564.1761
6345,business,2727.554
6346,mixed/suburban,1474.6853
6347,mixed/suburban,1470.0853
6348,mixed/suburban,1289.2399
6349,mixed/suburban,1174.4624
6350,mixed/suburban-2,1537.4187
6351,mixed/suburban-2,1842.2897
6352,mixed/suburban-2,2168.6519
6353,mixed/suburban-2,1305.5333
6354,mixed/suburban,664.12714
6355,mixed/suburban,620.1634
6356,business,510.69238
6357,business,603.8123
6358,business,2136.261
6359,mixed/suburban-2,1728.0209
6360,mixed/suburban,2177.3499
6361,business,1739.2195
6362,business,1189.2043
6363,mixed/suburban,1110.5535
6364,mixed/suburban,1885.6383
6365,mixed/suburban,1076.4227
6366,mixed/suburban,782.7009
6367,mixed/suburban,1140.4691
6368,mixed/suburban,2291.5085
6369,mixed/suburban-2,1891.1942
6370,mixed/suburban,2140.3823
6371,mixed/suburban,2732.2693
6372,mixed/suburban-2,2350.5955
6373,mixed/suburban-2,963.43616
6374,business,2480.0413
6375,business,2409.548
6376,mixed/suburban,1249.1307
6377,mixed/suburban,1042.4579
6378,mixed/suburban,733.29016
6379,mixed/suburban,573.73346
6380,mixed/suburban,256.39923
6381,mixed/suburban,191.5084
6384,mixed/suburban,211.5465
6385,mixed/suburban,216.91167
6386,mixed/suburban,216.91167
6387,mixed/suburban,215.98962
6392,mixed/suburban,315.53397
6393,mixed/suburban-2,375.07007
6394,mixed/suburban,383.56198
6395,mixed/suburban-2,698.0381
6396,mixed/suburban-2,785.1141
6397,mixed/suburban-2,777.57806
6398,mixed/suburban,454.98663
6417,business,241.31255
6418,business,344.58798
6419,business,223.41579
6444,mixed/suburban,700.1193
6445,mixed/suburban,1707.4875
6446,mixed/suburban-2,1637.509
6447,mixed/suburban-2,1531.2744
6448,mixed/suburban-2,1434.5562
6449,mixed/suburban,1083.8888
6450,mixed/suburban,1303.6732
6451,mixed/suburban-2,1692.4762
6452,mixed/suburban,1893.0795
6453,mixed/suburban,1450.9276
6454,mixed/suburban,595.59546
6455,mixed/suburban,444.41583
6456,business,910.7951
6457,business,1505.9553
6458,business,1510.0995
6459,mixed/suburban,1573.6285
6460,mixed/suburban,2685.5632
6461,mixed/suburban,1757.5004
6462,mixed/suburban,1200.3159
6463,mixed/suburban,942.7463
6464,mixed/suburban,1152.061
6465,mixed/suburban-2,618.66785
6466,mixed/suburban,340.068
6467,mixed/suburban-2,599.1607
6468,mixed/suburban-2,1390.7794
6469,mixed/suburban-2,1457.0901
6470,mixed/suburban-2,1353.7822
6471,mixed/suburban-2,1698.9584
6472,mixed/suburban-2,1125.5618
6473,mixed/suburban-2,1073.8896
6474,mixed/suburban,1514.3445
6475,business,1285.1017
6476,business,999.66736
6477,business,456.12576
6478,mixed/suburban,470.91495
6479,mixed/suburban,431.47287
6480,mixed/suburban,224.93816
6481,mixed/suburban,191.58917
6483,mixed/suburban,232.55139
6484,mixed/suburban,235.07541
6485,mixed/suburban,249.84885
6486,mixed/suburban,221.8284
6487,mixed/suburban,216.52695
6492,mixed/suburban,317.4126
6493,mixed/suburban-2,375.07007
6494,mixed/suburban-2,375.1675
6495,mixed/suburban-2,687.77625
6496,mixed/suburban-2,784.6917
6497,mixed/suburban-2,685.75867
6533,mixed/suburban,277.8417
6545,mixed/suburban-2,920.75543
6546,mixed/suburban-2,1381.1227
6547,mixed/suburban-2,1595.4143
6548,mixed/suburban-2,1154.8765
6549,mixed/suburban,900.8072
6550,mixed/suburban,1094.6885
6551,mixed/suburban,976.8415
6552,mixed/suburban,1027.8485
6553,business,903.3429
6554,mixed/suburban,364.57285
6555,business,311.01328
6556,business,739.5868
6557,business,1592.1776
6558,business,1261.6418
6559,mixed/suburban,903.8491
6560,mixed/suburban,2102.4927
6561,mixed/suburban,1431.1785
6562,mixed/suburban,1176.5911
6563,mixed/suburban,906.42145
6564,mixed/suburban-2,1359.0457
6565,mixed/suburban-2,2141.8696
6566,mixed/suburban-2,1177.894
6567,mixed/suburban-2,1068.2368
6568,mixed/suburban-2,1315.706
6569,mixed/suburban-2,1283.539
6570,mixed/suburban-2,1269.2223
6571,mixed/suburban-2,1271.5984
6572,mixed/suburban-2,914.42255
6573,mixed/suburban,1127.5316
6574,mixed/suburban,2008.2968
6575,business,1184.2972
6576,business,837.1605
6577,mixed/suburban,775.669
6578,mixed/suburban,1096.4885
6579,mixed/suburban,809.9494
6580,mixed/suburban,219.55995
6583,mixed/suburban,226.98567
6584,mixed/suburban,246.87172
6585,mixed/suburban,350.18826
6586,mixed/suburban,352.54767
6587,mixed/suburban,246.83174
6592,mixed/suburban-2,339.16895
6593,mixed/suburban-2,374.83594
6594,mixed/suburban-2,375.07343
6595,mixed/suburban,474.5077
6596,mixed/suburban,425.66202
6597,business,297.79724
6634,business-2,290.81598
6635,business-2,221.62222
6638,business,193.91138
6639,business,193.95866
6645,mixed/suburban-2,942.86676
6646,mixed/suburban-2,1181.7878
6647,mixed/suburban-2,1556.7236
6648,mixed/suburban-2,477.58417
6649,mixed/suburban,433.85278
6650,mixed/suburban,722.0863
6651,mixed/suburban,664.6726
6652,business,941.8147
6653,business,886.36475
6654,mixed/suburban,476.12302
6655,mixed/suburban,332.66974
6656,mixed/suburban,919.04553
6657,mixed/suburban,1369.7148
6658,business,1204.7969
6659,mixed/suburban,911.5442
6660,mixed/suburban,571.1777
6661,mixed/suburban,585.06067
6662,mixed/suburban-2,1559.3651
6663,mixed/suburban-2,1377.2836
6664,mixed/suburban-2,1485.3008
6665,mixed/suburban-2,1678.0111
6666,mixed/suburban-2,860.62146
6667,mixed/suburban-2,1151.1334
6668,mixed/suburban-2,1033.13
6669,mixed/suburban-2,793.5337
6670,mixed/suburban-2,1144.5187
6671,mixed/suburban-2,1897.9738
6672,mixed/suburban-2,1933.8776
6673,business,1894.908
6674,mixed/suburban,2793.002
6675,mixed/suburban,2062.845
6676,business,652.8627
6677,business,553.61115
6678,business,553.4672
6679,business,706.5281
6680,business,279.57498
6683,business,195.04544
6684,business,221.30138
6685,mixed/suburban,275.72955
6686,mixed/suburban,349.79517
6687,mixed/suburban,288.2923
6691,mixed/suburban-2,276.9865
6692,mixed/suburban-2,285.9925
6693,mixed/suburban-2,318.9739
6694,mixed/suburban-2,499.17145
6695,mixed/suburban-2,624.82544
6696,mixed/suburban,326.6874
6697,business,259.10773
6698,business,259.39645
6706,mixed/suburban,197.11626
6707,mixed/suburban,194.98607
6738,business,193.45752
6744,mixed/suburban,223.2528
6745,mixed/suburban-2,791.0541
6746,mixed/suburban-2,888.7262
6747,mixed/suburban-2,1298.0607
6748,mixed/suburban,464.01694
6749,business,613.6941
6750,business,917.8688
6751,mixed/suburban,1062.524
6752,mixed/suburban,1198.541
6753,mixed/suburban,1432.4382
6754,mixed/suburban-2,920.08887
6755,mixed/suburban-2,562.4139
6756,mixed/suburban,1105.883
6757,mixed/suburban,1348.3519
6758,business,1240.3552
6759,mixed/suburban,1010.35
6760,mixed/suburban,779.6223
6761,mixed/suburban-2,965.231
6762,mixed/suburban-2,1897.1492
6763,mixed/suburban-2,1485.0594
6764,mixed/suburban-2,1405.3835
6765,mixed/suburban-2,640.6846
6766,mixed/suburban-2,429.554
6767,mixed/suburban-2,456.5625
6768,mixed/suburban-2,717.4967
6769,mixed/suburban-2,701.9513
6770,mixed/suburban-2,1042.4834
6771,mixed/suburban-2,1601.8246
6772,mixed/suburban,2390.3247
6773,business,1649.3115
6774,mixed/suburban,1395.8896
6775,mixed/suburban,1051.7365
6776,business,555.8209
6777,business,553.4672
6778,business,553.4672
6779,business,586.9792
6780,mixed/suburban,436.81516
6784,business,213.92392
6785,business,276.9117
6786,business,289.97067
6787,business,323.72565
6791,mixed/suburban-2,285.85397
6792,mixed/suburban-2,285.85397
6793,mixed/suburban-2,286.16855
6794,mixed/suburban-2,709.80475
6795,mixed/suburban-2,768.1339
6796,mixed/suburban-2,537.3147
6806,mixed/suburban,230.7828
6807,mixed/suburban,284.99365
6826,business,215.99928
6827,business,214.4486
6845,mixed/suburban-2,668.3465
6846,mixed/suburban-2,649.95734
6847,business,632.4524
6848,business-2,650.6876
6849,business-2,1094.2238
6850,business-2,1138.5087
6851,mixed/suburban,1403.417
6852,mixed/suburban-2,1179.9218
6853,mixed/suburban-2,1465.0869
6854,mixed/suburban-2,790.48035
